P00546_8-295_0_dldesign_3_1-22_P47187_1-22	20	4.905	0.456	4.247	23.436	3.759	73.866	95.155	93.026	3.787	63	44	24.0	0.3120826689935034	0.6071256094095842	0.044557134364237576	1.3135357770693517	0.0649567224869143	0
P00546_8-295_0_dldesign_3_2-29_P42845_9-36	20	4.905	0.456	4.247	23.436	3.759	73.866	95.155	93.026	3.787	76	56	30.0	0.17772033655346883	0.26928507858228706	2.36502765350307	1.445916639797914	0.016144741787076016	1
P00546_8-295_0_dldesign_3_2-31_Q02651_202-231	20	4.905	0.456	4.247	23.436	3.759	73.866	95.155	93.026	3.787	87	60	17.0	0.20493167852834174	0.42821490514885446	11.45318034232984	0.9855177218150298	0.21524426909361824	0
P00546_8-295_0_dldesign_3_3-26_P20438_356-379	20	4.905	0.456	4.247	23.436	3.759	73.866	95.155	93.026	3.787	69	48	15.0	0.22013245819098504	0.44351802980475996	0.03709169391228217	9.246729813267374	0.8030429565239993	1
P00546_8-295_0_dldesign_3_3-29_P13365_381-407	20	4.905	0.456	4.247	23.436	3.759	73.866	95.155	93.026	3.787	74	47	22.0	0.3061095330429723	0.3918056558444939	0.4667625798621831	0.7781574434297527	0.6359324229747174	1
P00546_8-295_10_dldesign_1_2-38_Q02651_191-227	18	4.628	0.454	4.850	20.210	3.969	78.862	94.505	92.640	3.402	108	74	22.0	0.15986398379187844	0.10791153579029407	9.076559433560092	1.0136006024552	0.17730910006222997	0
P00546_8-295_10_dldesign_1_2-39_P42845_9-46	18	4.628	0.454	4.850	20.210	3.969	78.862	94.505	92.640	3.402	65	13	40.0	0.1627001496099883	0.129234718004704	0.25565405366518984	1.2175223451944426	0.37320815465765045	1
P00546_8-295_10_dldesign_1_6-38_P20438_347-377	18	4.628	0.454	4.850	20.210	3.969	78.862	94.505	92.640	3.402	69	52	21.0	0.13378392558297444	0.11266221534722638	0.09540699783808557	18.14758719775139	0.8359211198249837	1
P00546_8-295_13_dldesign_10_2-20_P13365_387-405	12	5.448	0.511	4.334	21.677	3.904	64.013	94.741	92.652	10.218	62	38	22.0	0.11414461443319963	0.0201084245600658	0.0050669416864741286	0.6341362703175646	15.551125049858848	1
P00546_8-295_2_dldesign_0_2-26_P53102_126-150	15	5.638	0.580	4.759	10.915	4.001	79.004	94.203	92.900	1.854	67	20	35.0	0.05966718168650876	0.3839060335865716	40.96707559344682	1.1126479650983765	0.5050936650882791	0
P00546_8-295_2_dldesign_0_5-26_P37267_105-126	15	5.638	0.580	4.759	10.915	4.001	79.004	94.203	92.900	1.854	88	44	48.0	0.1555424332262835	0.015320502095957743	2.541947799721257	1.7130762370207	1.3626345233589234	0
P00546_8-295_2_dldesign_0_5-26_Q3E827_12-33	15	5.638	0.580	4.759	10.915	4.001	79.004	94.203	92.900	1.854	75	44	37.0	0.016619528641020585	0.07665678546315388	3.2037822962607594	1.3947905476311704	0.2975679966429024	0
P00546_8-295_2_dldesign_0_8-26_P53195_157-175	15	5.638	0.580	4.759	10.915	4.001	79.004	94.203	92.900	1.854	67	38	29.0	0.02264021156810337	0.10347701564534596	9.474014525948132	0.5066605872214966	0.18651523196475922	0
P00546_8-295_2_dldesign_11_4-26_P53195_45-67	19	5.48	0.538	5.004	11.308	4.013	77.997	94.170	92.784	1.880	70	39	25.0	0.11211589739150833	0.22741465833375704	0.054149733141119996	0.7394088508539876	0.15881606676825424	0
P00546_8-295_2_dldesign_11_5-27_Q3E827_12-34	19	5.48	0.538	5.004	11.308	4.013	77.997	94.170	92.784	1.880	68	39	30.0	0.03277529729946309	0.43135477041702075	3.3777495710805288	1.059702197900127	0.23802255347951462	0
P00546_8-295_2_dldesign_13_5-26_P37267_105-126	16	5.583	0.507	4.701	15.650	4.024	73.864	94.214	92.470	1.714	75	44	40.0	0.1448844077762965	0.2902790354892291	2.37034550376222	2.4775208611908637	1.276757357401609	0
P00546_8-295_2_dldesign_5_1-26_P69851_1-26	16	5.546	0.453	4.766	11.671	4.011	77.611	94.177	92.757	1.719	66	45	18.0	0.4474256523338688	0.515969012090941	0.17790009667467033	38.466465649175376	0.01889732629113813	0
P00546_8-295_2_dldesign_5_2-26_P38239_21-45	16	5.546	0.453	4.766	11.671	4.011	77.611	94.177	92.757	1.719	62	50	24.0	0.09064042174280539	0.2161217896725437	65.41255687679539	5.6489402336443995	0.16235649810902253	0
P00546_8-295_2_dldesign_5_4-27_Q3E827_11-34	16	5.546	0.453	4.766	11.671	4.011	77.611	94.177	92.757	1.719	81	34	44.0	0.03277529729946309	0.43135477041702075	3.3777495710805288	1.059702197900127	0.23802255347951462	0
P00546_8-295_2_dldesign_5_5-26_P37267_105-126	16	5.546	0.453	4.766	11.671	4.011	77.611	94.177	92.757	1.719	74	44	36.0	0.1448844077762965	0.2902790354892291	2.37034550376222	2.4775208611908637	1.276757357401609	0
